lig_name,SMILE
P44,N#Cc1cnn2c1nc(NCC1CCCCC1)nc2Nc1ccccc1
P45,N#Cc1cnn2c1nc(NCc1ccc(cc1)Cl)nc2Nc1ccccc1
P55,CC[NH+]1CCN(CC1)c1nc(Nc2ccccc2)n2c(n1)c(C#N)cn2
P29,N#Cc1cnn2c1nc(Nc1ccccc1)nc2NCCc1cnc[nH]1
P04,O=C1CCCCc2cnn3c2nc(Nc2cc(N1)ccc2)nc3NC1CC1
TXQ,Oc1c(O)ccc2c1C(=O)c1c(C2=O)c(O)ccc1O
CZ0,O=c1cc(C)c2c(o1)cc1c(c2)ccc(c1N(=O)=O)O
MCO,SC[C@H](C(=O)N1CCC[C@@H]1C(=O)O)C
FRG,COC(=O)[C@H](Cc1ccc(cc1)C#Cc1ccccc1)NC(=O)C[C@H]1CCCN(C1)C(=[NH2+])N
DXP,O[C@@H]([C@@H](C(=O)C)O)COP(O)(O)O
PPG,[NH3+]CCO/C=C/[C@@H](C(=O)O)[NH2+]Cc1c(cnc(c1O)C)COP(O)(O)O
GLP,O[C@@H]1[C@@H](COP(O)(O)O)O[C@@H]([C@@H]([C@H]1O)[NH3+])O
T5A,O[C@H]1C[C@@H](O[C@@H]1COP(OP(OP(OP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(O)O)(O)O)(O)O)n1cc(C)c(=O)[nH]c1=O
5HU,OCc1cn([C@H]2C[C@@H]([C@H](O2)COP(O)(O)O)O)c(=O)[nH]c1=O
TXW,CCCc1nc(C)c2c(c1)[nH]c(=O)cc2
A3M,[NH3+][C@H](C(=O)N1CCCC1)C(C)C
DLI,[NH3+][C@H]1CN(C[C@@H]1c1cc(F)c(cc1F)F)c1ncnc(c1)c1cccc(c1)S(=O)(=O)C
KR2,[NH3+][C@H](Cc1cc(F)c(cc1F)F)CC(=O)N1CCCCCN1C(=O)c1ccccc1
6A5,[NH3+]Cc1c(C)nc2n(c1c1ccc(cc1Cl)Cl)cc(n2)C(=O)N1CCOCC1
KXB,COCCN1Cc2c(C1=O)nc(c(c2c1ccc(cc1Cl)Cl)C[NH3+])C
1MD,[NH3+]Cc1c(C)nc2c(c1c1ccc(cc1Cl)Cl)C(=O)N(C2)CC(=O)N(C)C
1WH,COCCN1Cc2c(C1=O)c(c1ccc(cc1Cl)Cl)c(c(n2)C)C[NH3+]
6RL,N#Cc1ccc(cc1Cn1c(cc(=O)n(c1=O)C)N1CCC[C@H](C1)[NH3+])F
PFA,Cc1cc(cc(c1Oc1ccc(c(c1)C(C)C)O)C)n1ncc(=O)[nH]c1=O
PRM,CC[N+](CCC[n+]1c(c2ccccc2)c2cc(N)ccc2c2c1cc(N)cc2)(CC)C
TZ4,Nc1ccc2c(c1)[n+](CCCCCCc1nnn(c1)CCNc1c3CCCCc3nc3c1cccc3)c(c1c2ccc(c1)N)c1ccccc1
SCK,O=C(OCC[N+](C)(C)C)CCC(=O)OCC[N+](C)(C)C
CHT,OCC[N+](C)(C)C
HI6,NC(=O)c1cc[n+](cc1)COC[n+]1ccccc1
C56,COc1cc(N(C)C)c(cc1C(=O)NC[C@H]1CCC[N@@H+]1CC)N(=O)=O
C57,COc1cc(N(C)C)c(cc1C(=O)NC[C@@H]1CCC[N@H+]1CC)N(=O)=O
5O2,Nc1ccc2c(c1)N(CCCCCc1nnn(c1)CCNc1c3ccccc3nc3c1cccc3)[C@H](c1c2ccc(c1)N)c1ccccc1
FR0,NC(=[NH+]c1scc(n1)c1ccc(s1)CNc1nc2c([nH]1)cccc2)N
FR2,OC[C@H](n1cnc(c1)C(=O)N)CCc1ccccc1
FR3,OC[C@H](n1cnc(c1)C(=O)N)CCc1cccc2c1cccc2
FR5,OC[C@H](n1cnc(c1)C(=O)N)CCn1ccc2c1cc(cc2)NC(=O)CCc1nc2c(n1C)cccc2
FR9,OC[C@H](n1cnc(c1)C(=O)N)CCn1ccc2c1cc(cc2)NC(=O)NCc1ccccc1
FR8,OC[C@H](n1cnc(c1)C(=O)N)CCn1ccc2c1cc(cc2)NC(=O)CCCCc1ccccc1
FR4,OC[C@H](n1cnc(c1)C(=O)N)CCn1ccc2c1cc(cc2)NC(=O)CCc1ccccc1
FRC,C[C@@H]([C@H](n1cnc(c1)C(=O)N)CCOc1ccc2c(c1)cccc2)O
FR6,C[C@@H]([C@H](n1cnc(c1)C(=O)N)CCc1cccc2c1cccc2)O
ISC,C=C(C(=O)O)O[C@H]1C=CC=C([C@@H]1O)C(=O)O
153,Clc1ccc(c(c1)Cl)C(=O)N([C@H](C(=O)O)Cc1ccccc1)Cc1cccc(c1)C(F)(F)F
NH1,Oc1ccc(cc1)CC[C@]1(CC(=C(C(=O)O1)Sc1cc(C)c(cc1C(C)(C)C)N)O)C1CCCC1
SX3,C[C@@H]1C[C@H](C)CN(C1)C(=O)c1cc(Br)ccc1N
SX5,C[C@@H]1C[C@H](C)CN(C1)C(=O)c1cc(Br)ccc1NC(=O)CCC(=O)O
SX6,C[C@@H]1C[C@H](C)CN(C1)C(=O)c1cc(Br)ccc1NC(=O)CCC(=O)N1CCOCC1
HJZ,C[C@@H]1CC[C@H](CC1)c1ccccc1c1cc(sc1C(=O)O)c1ccccc1
4VA,CC[C@H](c1ccc(c(c1F)Oc1ccccc1)Cl)[NH2+][C@H](CC(=O)N)C
1LH,CC[C@H](c1ccc(c(c1F)Oc1ccccc1)Cl)[NH2+][C@H](CC(=O)NCC[NH3+])C
PW1,[NH3+]Cc1ccc(c(c1F)Oc1ccccc1)F
0S2,C[C@@H]1CC[C@H](CC1)C(=O)N(c1cc(sc1C(=O)O)C#CC(C)(C)C)C(C)C
0S3,C[C@@H]1CC[C@H](CC1)C(=O)N(c1cc(sc1C(=O)O)C#CC(C)(C)C)[NH+](C)C
12R,c1ccc(cc1)NNc1ncnc2c1c[nH]n2
1EP,CC([C@@H]1NC(=O)N(C1=O)Cc1ccc(cc1)C(C)(C)C)C
1ER,O=C1N=CC=C[C@@H]1c1cccc(c1)C(C)(C)C
KEU,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)[C@H](C(C(F)(F)F)(O)O)CCCc1c(N)nc([nH]c1=O)N
DXY,CS[C@H](c1ccc(cc1)C(=O)N[C@H](C(=O)O)CCC(=O)O)CCC[C@@H]1C(N)[NH+]C(=[NH2+])NC1=O
DXZ,CS[C@@H](c1ccc(cc1)C(=O)N[C@H](C(=O)O)CCC(=O)O)CCC[C@@H]1C(N)[NH+]C(=[NH2+])NC1=O
PPF,OC(=O)P(O)(O)O
UCN,C[NH2+][C@@H]1C[C@H]2O[C@]([C@@H]1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3[C@H](NC1=O)O
STU,C[NH2+][C@@H]1C[C@H]2O[C@]([C@@H]1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3CNC1=O
UCM,O=c1[nH]c(=O)c2c1c1c3c4c2c2ccccc2n4[C@@H]2O[C@H](n3c3c1cccc3)CC2
PFP,OCCNc1ncnc2c1c(c1ccc(cc1)OC)c(o2)c1ccc(cc1)OC
PFQ,OCCNc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1
DFZ,OCCNc1ncnc2c1c(c1ccccc1)c([nH]2)c1ccccc1
IDZ,c1ccc2c(c1)c(n[nH]2)c1nc2c([nH]1)cccc2
A25,O=C1Nc2cncc(n2)OCCCCCOc2c(N1)cc(Cl)cc2
AGX,O=C(O[C@H](c1nc2c([nH]1)cccc2)C)Nc1ccc(c(c1)Cl)Cl
AGY,O=C(Nc1cccc2c1cccc2)NNC(=O)c1ccc(c(c1)N(=O)=O)C(C)(C)C
4K4,COc1cc(ccc1Nc1ncc2c(n1)n(C)c1ccccc1c(=O)n2C)C(=O)N1CCC(CC1)[N@@H+]1CC[N@H+](CC1)C
A0T,CCNc1nc(ncc1C(F)(F)F)Nc1cc(F)c(cc1OC)C(=O)N1CCOCC1
3FE,N#Cc1cccc(c1)c1c[nH]c2c1c(ncn2)N1CCOCC1
A0Q,C[NH+]1CCN(CC1)c1ccc(c(c1)C(=O)Nc1cccnc1)OCc1ccccc1
MTI,CSC[C@H]1[NH2+][C@H]([C@@H]([C@@H]1O)O)c1c[nH]c2c1nc[nH]c2=O
IM5,OC[C@H]1C[N@H+](C[C@@H]1O)Cc1c[nH]c2c1[nH]c(N)[nH+]c2=O
SAM,C[S@](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@@H](C(=O)O)[NH3+]
SAH,OC(=O)[C@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+]
CR4,Oc1ccccc1c1nc2c([nH]1)ccc(c2)C(=[NH2+])N
KAF,O=C(N[C@H](C(=O)O)Cc1ccccc1)CCC([C@@H](NC(=O)c1ccccc1)Cc1ccccc1)(O)O
KAW,O=C(N[C@H](C(=O)O)Cc1c[nH]c2c1cccc2)CCC([C@@H](NC(=O)c1ccccc1)Cc1ccccc1)(O)O
LSW,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)O)Cc1c[nH]c2c1cccc2)[NH2+][C@H](C(=O)O)CCc1ccccc1
BJ2,OC(=O)C[C@@H](C(=O)N1CCC[C@H]1[C@@H](C(=O)O)[NH2+][C@H](C(=O)N1CCC[C@H]1C(=O)O)C)[NH3+]
D0W,OC(=O)C[C@@H](C(=O)NC[C@@H](C(=O)O)CC1(CCCC1)C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)NC(=O)C
D0Z,[NH3+]CCCC[C@@H](C(=O)NC[C@@H](C(=O)O)CC1(CCCC1)C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)NS(=O)(=O)C
FT8,S[C@H](C(=O)N[C@H]1CCS[C@@H]2N(C1=O)[C@@H](CCC2)C(=O)O)Cc1ccccc1
AZN,O=C1c2ccccc2C(=O)c2c1cc(c(c2O)O)S(O)(O)O
SER-DNF,OC[C@@H](C(=O)O)Nc1ccc(cc1N(=O)=O)N(=O)=O
XDL-XYP,O[C@@H]1C(=O)NCC[C@H]1O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O
XDN-XYP,O[C@H]1C[NH2+]C[C@H]([C@@H]1O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O
XIF-XYP,O[C@@H]1C[NH2+]CC[C@H]1O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O
GMP,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(N)[nH]c2=O
GSH,SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)[NH3+]
RIP,O[C@@H]1CO[C@H]([C@@H]([C@@H]1O)O)O
IFM,OC[C@H]1C[NH2+]C[C@H]([C@@H]1O)O
IFL,OC[C@H]1CNC(=O)[C@H]([C@@H]1O)O
OXZ,OC[C@H]1O[NH2+]C[C@H]([C@@H]1O)O
CTS,O[C@@H]1[C@@H](O)C[N@H+]2[C@@H]([C@H]1O)[C@@H](O)CC2
CGB,O[C@@H]1[C@@H](O)[C@H]2CC[C@@]([C@H]1O)([NH2+]2)O
GIM,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](c2n1ccn2)O
PGI,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](c2n1cc(n2)CCc1ccccc1)O
NOY,OC[C@H]1C[NH2+][C@@H]([C@H]([C@@H]1O)O)O
NOJ,OC[C@H]1[NH2+]C[C@@H]([C@H]([C@@H]1O)O)O
GTL,OC[C@H]1N/C(=N\O)/[C@@H]([C@H]([C@H]1O)O)O
GI1,CO[C@@H](c1cn2c(n1)[C@H](O)[C@H]([C@@H]([C@H]2CO)O)O)O
GI2,COC(=O)Cc1cn2c(n1)[C@H](O)[C@H]([C@@H]([C@H]2CO)O)O
GI3,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](c2n1cc(n2)C(=O)O)O
GI4,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](c2n1cc(n2)CC(=O)O)O
AZF,OC[C@H]1[NH2+][NH2+]C[C@H]([C@@H]1O)O
NCW,CCCCCCCCNC(=S)N1[C@@H]2OC[C@H]1[C@H]([C@@H]([C@H]2O)O)O
LGS,CCCCCCCC/N=C/1\OC[C@H]2N1[C@@H](O)[C@H](O)[C@H]([C@@H]2O)O
AM3,CCCCCCCC/N=C\1/OC[C@H]2N1[C@@H](O)[C@H](O)[C@H]([C@H]2O)O
AMF,CCCCCCCC/N=C/1\SC[C@H]2N1[C@@H](O)[C@H](O)[C@H]([C@@H]2O)O
8P5,N#N=NCCCCNC(=O)[C@@H]1[C@@H]2[C@H]1[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O
AEZ,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](c2c1[nH]cn2)O
ATC,C[NH+](CC(=O)Nc1ccc2c(c1O)C(=O)C1=C(O)[C@]3([C@@H](C[C@@H]1C2)[C@H]([NH+](C)C)C(=C(C3=O)C(=O)N)O)O)C
0PQ,O=C([C@@H](CP([C@H](Cc1ccccc1)[NH3+])(O)O)Cc1ccccc1)N[C@H](C(=O)O)Cc1ccccc1
TI2,O=C([C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)S)N[C@H](C(=O)O)Cc1ccc(cc1)O
TI1,CCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)Cc1ccccc1)S
TI3,S[C@H](C(=O)NCC(=O)N1[C@@H](CC[C@@H]1c1ccccc1)C(=O)O)Cc1ccccc1
RRT,SC[C@@H](Cc1ccccc1)NC(=O)CC(=O)O
TIO,SC[C@H](C(=O)NCC(=O)O)Cc1ccccc1
M3S,CC(=O)Oc1c(C)cccc1C(=O)O
6MG,CC(C[C@@H](C(=O)NC[C@H](C(C)(C)C)C)NP(CNC(=O)OCc1ccccc1)(O)O)C
6NG,CC(C[C@@H](C(=O)NC[C@@H](C(C)(C)C)C)NP(CNC(=O)OCc1ccccc1)(O)O)C
7AF,CC(C[C@@H](C(=O)N)NP(CNC(=O)OCc1ccccc1)(O)O)C
6QC,CC[C@H](CNC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C)C
6NN,CC[C@H](CNC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C)C
6XO,CC(C[C@@H](C(=O)N[C@H](C(=O)O)CC1CCCCC1)NP(CNC(=O)OCc1ccccc1)(O)O)C
79F,OC[C@@H](C(=O)N)NP(CNC(=O)OCc1ccccc1)(O)O
79E,CC(C[C@@H](C(=O)NCC(=O)N)NP(CNC(=O)OCc1ccccc1)(O)O)C
7GR,CC(C[C@@H](C(=O)O)NC(=O)CNP(CNC(=O)OCc1ccccc1)(O)O)C
7K0,[NH3+]C[C@@H](C(=O)N[C@H](C(=O)O)CC(C)C)NP(CNC(=O)OCc1ccccc1)(O)O
JC2,[NH3+]CC[C@@H](C(=O)O)NC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C
8KK,[NH3+]CCCNC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C
8JH,[NH3+]CCCCNC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C
8LB,CCCC[C@@H](C(=O)O)NC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C
8JQ,[NH3+]CCNC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C
8L5,[NH3+]CNC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C
8L2,[NH3+]C[C@@H](C(=O)O)NC(=O)[C@@H](NP(CNC(=O)OCc1ccccc1)(O)O)CC(C)C
AIN,CC(=O)Oc1ccccc1C(=O)O
NFL,OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F
MS1,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(C(=O)/C=C/c1n(cnc1C(=O)N)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(O)(O)O)Cc1ccc2c(n1)c(=O)[nH]c(n2)N
326,OC(=O)c1ccc(cc1/N=N/c1c(C)[nH]n(c1=O)c1ccc(cc1C)S(O)(O)O)S(O)(O)O
13A,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1NS(=O)(=O)NC2=O
93A,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1NS(=O)(=O)NC2=O)COP(O)(O)O
IMP,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1nc[nH]c2=O)COP(O)(O)O
CSN,Oc1ccc(cc1OS(O)(O)O)N(=O)=O
DSN,OC[C@H](C(=O)O)[NH3+]
4AX,C1ONC(=O)[C@@H]1[NH3+]
DK1,Clc1cc(Cl)c2c(c1)nc(cc2O)C(=O)O
192,OC(=O)C1([NH3+])CCC1
1AC,OC(=O)C1([NH3+])CC1
KFQ,O=c1[nH]c2ccccc2n2c1nnc2S
MPJ,CSCC[C@@H](P(O)(O)O)[NH3+]
XMP,O=c1[nH]c(=O)c2c([nH]1)n(cn2)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(O)(O)O
19A,CN(C(=O)c1[nH]cc(c1)c1[nH]ncc1c1ccccc1)C
82A,OC[C@H](c1ccc(c(c1)Cl)F)NC(=O)c1[nH]cc(c1)c1[nH]ncc1c1cccc(c1)Cl
Z48,OC[C@H](c1ccccc1)NC(=O)c1[nH]cc(c1)c1nc(ncc1C)Nc1ccccc1
E86,OC[C@H](c1ccccc1)NC(=O)c1[nH]cc(c1)c1nc(ncc1C)Nc1ccccc1Cl
36R,Clc1ccc2c(c1)nc(o2)N
TBN,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc2c1ncnc2N
KIF,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H]([C@@H]2N1C(=O)C(=O)N2)O
MSN,CS[C@@H]1[C@@H]([NH3+])[C@H]([C@H]([C@H]1O)O)O
2SK,CS[C@@H]1[C@@H]([NH2+]Cc2ccccc2)[C@H]([C@H]([C@H]1O)O)O
MVL,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](c2n1ccn2)O
OEV,CCCCCCCC[NH2+][C@@H]1C=C(CO)[C@H]([C@@H]([C@H]1O)O)O
GHR,OC[C@H]1N/C(=N\OC(=O)Nc2ccc(cc2)Cl)/[C@@H]([C@H]([C@@H]1O)O)O
GB6,OC[C@@H](c1ccccc1)[NH2+]C[C@H]1NC(=O)[C@@H]([C@@H]1O)O
GB7,OC[C@@H](c1ccccc1)[NH2+]C[C@@H]1[C@@H](O)[C@H](C(=O)N1C)O
YHO,O[C@H]1C[C@H]([C@H]([C@H]1O)O)[NH3+]
MZB,O[C@@H]1[C@H]([NH3+])[C@H]([C@@H]([C@@H]1O)O)[S@](=O)C
YTB,O[C@@H]1[C@H]([NH3+])[C@H]([C@@H]([C@@H]1O)O)O
GOO,CO[C@@H]1[C@@H]([NH3+])[C@H]([C@H]([C@H]1O)O)O
HN2,O[C@@H]1C[N@@H+]2[C@@H]([C@@H]1O)[C@H](O)CC[C@@H]2CC(=O)c1ccccc1
HN3,Cc1ccc(cc1)C(=O)C[C@H]1CC[C@H]([C@H]2[N@H+]1C[C@H]([C@H]2O)O)O
HN4,O[C@@H]1C[N@@H+]2[C@@H]([C@@H]1O)[C@H](O)CC[C@@H]2CC(=O)c1ccc(cc1)C(C)(C)C
MZP,O[C@@H]1[C@H](O)[C@H](O[C@H]1N1CN=C(C1=O)C(=O)N)COP(O)(O)O
IPT,OC[C@H]1O[C@@H](SC(C)C)[C@@H]([C@H]([C@H]1O)O)O
149,OC[C@H]1OC(=O)[C@@H]([C@H]([C@H]1O)O)O
FTA,N#C[C@@H](c1n[nH]nn1)CNc1ccc(cc1)Nc1ccccc1
BHI,BrC[C@@](CCOP(OP(O)(O)O)(O)O)(O)C
DED,OP(OP(O)(O)O)(OCC[NH+](C)C)O
TMU,COc1ccc(cc1)CNC(=O)Nc1ncc(s1)N(=O)=O
7YG,C[NH+](CCNS(=O)(=O)c1ccc(cc1)c1cnc(c(n1)C(=O)Nc1cccnc1)N)C
G8E,O=C(c1nc(cnc1N)c1ccc(cc1)S(=O)(=O)N1CCOCC1)Nc1cccnc1
G8B,COc1ccccc1NC(=O)c1nc(cnc1N)c1ccc(cc1)S(=O)(=O)N1CC[NH+](CC1)C
DPB,O=c1[nH]c(=O)n(cc1C)[C@H]1C[C@@H]2[C@H](O1)CO[C@@](O2)(c1ccccc1)P(O)(O)O
EJ8,O=c1[nH]c(=O)n(cc1CSCP(O)(O)O)[C@@H]1O[C@H]2[C@@H](C1)O[C@](OC2)(c1ccccc1)P(O)(O)O
O84,O=c1[nH]c(=O)n(cc1/C=C/CP(O)(O)O)[C@@H]1O[C@H]2[C@@H](C1)O[C@](OC2)(c1ccccc1)P(O)(O)O
TRP,OC(=O)[C@H](Cc1c[nH]c2c1cccc2)[NH3+]
HSM,C(c1c[nH]cn1)C[NH3+]
GIP,O=C(N[C@H](C(=O)NCC(=O)O)CSC(=O)N(c1ccc(cc1)I)O)CC[C@@H](C(=O)O)[NH3+]
PKF,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](CP([C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1)CCCC[NH3+])(O)O)C
5GP,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1nc(N)[nH]c2=O)COP(O)(O)O
L4G,Oc1ccc2c(c1)ccc(c2Oc1ccc(cc1)OCC[NH+]1CCCCC1)c1ccc(cc1)S(=O)(=O)C
WST,Oc1ccc(cc1)[C@@H]1Oc2cccc(c2[C@H]2[C@@H]1CCC2)O
JJ3,COCc1cc(O)cc2c1O[C@@H](c1ccc(cc1)O)[C@@H]1[C@H]2CCC1
IPZ,COc1nccnc1C(C)C
KSA,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3CNC1=O
VGH,Nc1ncc(cc1O[C@@H](c1c(Cl)ccc(c1Cl)F)C)c1cnn(c1)C1CC[NH2+]CC1
Q6W,O=C(NCc1ccccn1)CCc1ccc2c(c1)c(=O)c1cc(cnc1cc2)c1cnn(c1)C1CC[NH2+]CC1
M61,O=c1c2cc(ccc2ccc2c1cc(cn2)c1cnn(c1)C1CC[NH2+]CC1)NS(=O)(=O)N(C[C@@H]1COCCO1)C
03X,COc1cc2c(ccnc2cc1OC)Oc1ccc(cc1F)NC(=O)[C@H]1C(=[N](N(C1=O)c1ccccc1)C)C
044,COc1ccc2c(c1)nccc2Oc1ccc(cc1F)NC(=O)c1c(C)n(n(c1=O)c1ccccc1)C[C@H](O)C
6XE,Fc1ccc(cc1)c1cnc2n(n1)c(nn2)Cc1ccc2c(c1)cccn2
W9Z,Cn1ncc(c1)c1ccc2n(n1)c(nn2)[C@H](c1ccc2c(c1)cccn2)C
5TF,CC(Nc1ccc2n(n1)c(nn2)[C@H](c1c[nH]c2c1cccn2)C)C
KRW,OCCn1ncc(c1)c1cnc2c(n1)n(nn2)Cc1ccc2c(c1)cccn2
6XP,O=C([C@H](c1ccc(cc1)O)C)N[NH2+][C@H]1C(=O)Nc2c1c(Cl)ccc2C
4K0,N#Cc1ccc(cc1)c1cnc2n(n1)c(nn2)Cc1c[nH]c2c1cccn2
F47,Oc1ccc(cc1)Cc1nnc2n1nc(cn2)c1ccc(cc1)F
0J8,O=N(=O)c1cccc(c1)CNc1nc(nc2c1cc(cn2)c1cnn(c1)C1CC[NH2+]CC1)C(F)(F)F
6TD,COc1ccc(cc1)Cc1nnc2n1nc(s2)c1cc2c([nH]1)cccc2
BIR,C[C@@H](C(=O)O)NC(=O)[C@@H](CP([C@@H]([NH3+])C)(O)O)Cc1ccc(cc1)c1ccccc1
OIR,S[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)Cc1ccccc1)Cc1ccccc1
BET,OC(=O)C[N+](C)(C)C
L08,CCOc1ccccc1Sc1ccc(cc1N(=O)=O)c1ccnc(c1)N1CCN(CC1)C(=O)C
ICF,FC(O[C@H](C(F)(F)F)Cl)F
NGH,ONC(=O)CN(S(=O)(=O)c1ccc(cc1)OC)CC(C)C
37A,ONC(=O)N1C[C@@H]2O[C@H](C1)O[C@H]2C(=O)NCc1ccc(cc1)c1ccccc1
BDL,CC(C[C@H](C(=O)O)NS(=O)(=O)c1ccc(cc1)c1ccccc1)C
TBL,COc1ccc(cc1)S(=O)(=O)N[C@@H](C(=O)O)C
HS1,OC[C@H](CN(S(=O)(=O)c1ccc(cc1)OC)CC(=O)NO)O
HS3,OC[C@H](C(=O)NO)NS(=O)(=O)c1ccc(cc1)OC
HS4,O=NC(=O)CNS(=O)(=O)c1ccc(cc1)c1ccccc1
HS5,OCCN(S(=O)(=O)c1ccc(cc1)F)CC(=O)NO
HS6,ONC(=O)CNS(=O)(=O)c1ccc(cc1)F
HS7,ONC(=O)CNS(=O)(=O)c1ccccc1
EEC,O=C(N[C@H](C(=O)N[C@H](C(=O)N)CCC(=O)O)CCC(=O)O)CCc1onc(c1)c1ccccc1
EEF,O=C(N[C@H](C(=O)N[C@H](C(=O)N)CCC(=O)O)CCC(=O)O)CCc1ccc(cc1)c1ccccc1
Z79,ONC(=O)CNS(=O)(=O)c1ccc(cc1)OC
M4S,COc1ccc(cc1)S(=O)(=O)N
D3X,OC[C@H]1O[C@@H](OCCN(S(=O)(=O)c2ccc(cc2)OC)CC(=O)NO)[C@@H]([C@H]([C@@H]1O)O)O
JT5,OCCN(S(=O)(=O)c1ccc(cc1)c1ccccc1)CC(=O)NO
NHK,OCCN(S(=O)(=O)c1ccc(cc1)OC)CC(=O)NO
EEG,O=C(N[C@H](C(=O)N[C@H](C(=O)N)CCC(=O)O)CCC(=O)O)CCc1ccc(cc1)c1scc(c1)c1ccccc1
QEG,O=C(N[C@H](C(=O)N[C@H](C(=O)N)CCC(=O)O)CCC(=O)N)CCc1ccc(cc1)c1scc(c1)c1ccccc1
E37,OC(=O)CC[C@@H](C(=O)N)NC(=O)c1ccc(cc1)c1scc(c1)c1ccccc1
R47,OC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N)CCC(=O)O)NC(=O)[C@@H](CP(c1ccc(cc1)Br)(O)O)Cc1onc(c1)c1ccc(cc1)c1cccc(c1)Cl
R4B,O=C([C@@H](CP(c1ccc(cc1)Br)(O)O)Cc1onc(c1)c1ccc(cc1)c1cccc(c1)Cl)N[C@H](C(=O)N[C@H](C(=O)N)C)C
R45,OC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N)CCC(=O)O)NC(=O)[C@@H](CP(c1ccc(cc1)Br)(O)O)Cc1onc(c1)c1ccccc1
R4C,O=C([C@@H](CP(c1ccc(cc1)Br)(O)O)Cc1onc(c1)c1ccccc1)N[C@H](C(=O)N[C@H](C(=O)N)C)C
55L,OC(=O)C[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CCC(=O)O)CCC(=O)O)Cc1onc(c1)c1ccc(cc1)c1cccc(c1)Cl
56O,ONC(=O)C[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CCC(=O)O)CCC(=O)O)Cc1onc(c1)c1ccc(cc1)c1cccc(c1)Cl
ROL,COc1ccc(cc1OC1CCCC1)[C@@H]1CNC(=O)C1
ZG1,CCn1ncc2c1ncc(c2NC1CCOCC1)c1onc(n1)CC(=O)N1CCCC1
