lig_name,SMILE
2J5,Oc1ccccc1CNc1ncccc1C
2J6,Fc1ccc(c(c1)O)CNc1ncccc1c1ncccn1
2J7,Oc1ccccc1CNc1ncnc(c1)NCc1ccccc1O
AMG,CO[C@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O
2M9,COc1cc(c2c3c1ccc1c3c(cc2)c(cc1S(O)(O)O)S(O)(O)O)S(O)(O)O
2KH,O[C@@H]1[C@@H](COP(NP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O
FK5,CCC[C@@H]1C[C@H](C)C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)[C@H](C(=O)N2[C@H](C(=O)O[C@@H]([C@@H]([C@H](C[C@@H]1O)O)C)/C(=C/[C@@H]1CC[C@H]([C@@H](C1)OC)O)/C)CCCC2)O
2LW,Clc1ccc2c(c1)c1cn(ccc1n2)C(=O)C
3WQ,CCCOc1ccn2c(c1)c(cc2C(=O)C)c1ccccc1S(=O)(=O)C
UO1,Oc1ccc(c(c1)N(c1cn(c2c1cccc2)C(=O)C)C(=O)C)C
5KH,Oc1ccc(c(c1)N(c1cn(c2c1cccc2)C(=O)C)C(=O)c1cccc(c1)C(F)(F)F)C
7MX,CN1CC(=C(CC1=O)Cl)C(=O)OCC
7MW,CCC(=O)c1c[nH]c(c1)C(=O)OC
DE5,[NH3+]CC(=O)Nc1nccs1
7CH,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1ccc2c1ncnc2N
TZN,COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)[C@H]1CCCO1
HIS,OC(=O)[C@@H]([NH3+])Cc1c[nH]cn1
XX9,CN(c1cc(Cl)c(c(c1)Cl)C(=O)N(c1ccc(c(c1)C(C)(C)C)O)Cc1ccccc1)C
2T9,COc1ccc(cc1Cn1cc(c2c1cc(cc2)c1cc(N)cc(c1)N)CC(=O)O)N(=O)=O
2TX,C[C@H](CCC[C@@H](CCCC(C)C)C)CCCC[C@H](CCC[C@H](CC[C@@H]1OC1(C)C)C)C
SQL,C[C@H](CCC[C@@H](CCCC(C)C)C)CCCC[C@H](CCC[C@@H](CCCC(C)C)C)C
25G,O=C(c1cccc(n1)CC1CCCCC1)Nc1ccc(cc1Cc1ccccc1)c1nnn[nH]1
Q7M,O=C(Nc1cccc(c1)C(F)(F)F)Nc1ccc(cc1)n1c2nc3ccccc3nc2c(c1N)C(=O)N
5UD,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(F)c(=O)[nH]c1=O
M3N,OC[C@H]1O[C@H](n2nnc(c2)CO)[C@H]([C@H]([C@@H]1O)O)O
MAB,OC[C@H]1OC(=O)[C@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O)O)O
AVI,OC(=O)[C@@H]([NH+](C)C)Cc1nc[nH]c1
AVJ,OC(=O)[C@@H]([N+](C)(C)C)Cc1[nH]cnc1
31V,COc1cc(ccc1n1cnc(c1)C)c1nnn(c1)CC(=O)Nc1cc(nn1c1ccccc1)[C@@H]1C=C1
OOJ,O=C(Nc1nnc(s1)SCc1cc(=O)n2c(n1)ccc(c2)C)Nc1cccc(c1)C(F)(F)F
2VY,OCc1scc(c1C)Cc1cnc(nc1N)C
OP1,NC(=[NH+]CCC[C@H]([N@@H+]1[C@H](O)CC[C@@H]1C(=O)O)C(=O)O)N
2W2,OC(=O)CC[C@H](C(=O)O)[NH2+][C@H](C(=O)O)C/C=C/[NH+]=C(N)N
6DB,OC(=O)[C@@H]([NH2+][C@@H](C(=O)O)C)CCC[NH+]=C(N)N
AOZ,C[C@@H]([NH2+][C@H](C(=O)O)Cc1c[nH]cn1)C(=O)O
AQQ,C[C@@H]([NH2+][C@H](C(=O)O)CCC[NH3+])C(=O)O
AQK,[NH3+]CCC[C@@H](C(=O)O)[NH2+]CC(=O)O
GA3,OC(=O)[C@H]1[C@H]2[C@]3([C@H]4[C@]51CC(=C)[C@](C5)(O)CC4)C=C[C@@H]([C@@]2(C)C(=O)O3)O
2ZW,O=C(c1c(C)onc1c1ccccc1Cl)Nc1ccc(cc1)C(C)C
1HA,O=C(NCCSC(=O)c1ccc2c(c1O)cccc2)CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(C)C)O
35Q,C[NH2+]Cc1cccc(c1)c1ccc(c(c1)NC(=O)[C@H]1C=NC(=O)C=C1C(F)(F)F)N1CC[N@H+](CC1)C
OJM,CCOC(=O)CCc1[nH]cc(n1)CO
OJJ,COC(=O)N(Cc1ccccc1)CCCCc1ncc([nH]1)CO
OJG,OCc1c[nH]c(n1)CCCCNC(=O)Cc1ccccc1
OGM,COC(=O)NCCCCc1ncc([nH]1)CO
OH1,OCc1c[nH]c(n1)CCCCNC(=O)c1ccccc1
OGY,OCc1cnc([nH]1)CCCc1ccccc1
OH4,CO[C@H](c1ccccc1)CCc1ncc([nH]1)CO
OH7,OCc1c[nH]c(n1)CCCCNC(=O)C
OHV,OCc1cnc([nH]1)CCCCNC(=O)OCc1ccccc1
OHG,Cc1ncc([nH]1)CO
OHJ,CCCCc1ncc([nH]1)CO
HLJ,Fc1ccc(c(n1)C)c1cc(cc(c1)C(=O)NCc1ccc(c(c1)Cl)Cl)C[n+]1ccn(c1N)C
HLS,COc1cc(CNC(=O)c2ccc(c(c2)CNc2ncc[nH]2)F)cc(c1)OC
HLP,OC(=O)c1ccc(o1)Cn1cncc1
HLM,Clc1cccc(c1)[C@@H](NC(=O)c1cccc(c1)C[NH+]=C1NCCN1)C
HH7,Clc1ccc(c(c1)Cl)OCCCNc1ncc[nH]1
Q0M,CNC(=O)c1cc(cc(c1O)NS(=O)(=O)c1cc(Br)cc(c1O)Cl)C1(C#N)CCC1
Q0Y,COc1ccc(cc1S(=O)(=O)Nc1cc(Cl)ccc1O)Br
Q1M,COc1ccc(cc1S(=O)(=O)Nc1cc(Cl)cc(c1O)C(=O)O)Br
Q1G,N#CC1(CCC1)c1ccc(c(c1)NS(=O)(=O)c1cc(Br)ccc1O)O
THG,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NC[C@H]1CNC2=NC(=[NH+]C(=O)[C@H]2[NH2+]1)N
3G7,O=C([C@@H]1CC[N@H+](C1)CC(=O)N1CCN(CC1)c1ccc(cc1)C(=O)C)Nc1ccc(c(c1)Cl)O
F8V,CS[C@]1(CC[N@H+](C1)CC(=O)N1CCN(CC1)c1ccc(cc1)c1ncccn1)C(=O)Nc1ccc2c(c1)c(n[nH]2)c1ccc(cc1)F
CU8,Cc1cccc(c1)c1ccnc2n1ncc2C(=O)N
7VF,Oc1ccc2c(c1)nccc2c1ccc(c(c1)C)O
G6P,O[C@@H]1O[C@H](COP(O)(O)O)[C@H]([C@@H]([C@H]1O)O)O
S7P,OC[C@@]1(O)O[C@@H]([C@H]([C@@H]1O)O)[C@@H](COP(O)(O)O)O
ALX-BNX,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O)O)OP(O)(O)O
AGR,OC[C@H]1O[C@@]([C@H]([C@@H]1OP(O[C@H]1[C@H](O)OC[C@@H]([C@@H]1O)O)(O)O)O)(CO)O[C@H]1O[C@H](CO)[C@@H]([C@H]([C@H]1O)O)O
C84,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O)O)OP(Nc1ncnc2c1ncn2[C@@H]1O[C@@H](C[C@@H]1O)OP(NC(=O)[C@@H]([C@H](C(C)C)O)O)(O)O)(O)O
LAO,O[C@@H]1OC[C@@H]([C@@H]([C@H]1OP(O)(O)O)O)O
LAH,CC(OP(O[C@H]1[C@H](O)OC[C@@H]([C@@H]1O)O)(O)O)C
6MD,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2NC
RHN,OC(=O)c1cc(O)c2c(c1)c(O)c1c(c2O)c(O)ccc1
PCI,Clc1c(O)c(Cl)c(c(c1Cl)Cl)Cl
T6C,Clc1cc(Cl)c(c(c1)Cl)O
A3S,OC[C@@H](C(=O)N[C@@H]1[C@@H](CO)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N)[NH3+]
A3T,OC[C@H]1O[C@H]([C@@H]([C@@H]1NC(=O)[C@H]([C@H](O)C)[NH3+])O)n1cnc2c1ncnc2N
66T,COc1cc(CCc2[nH]nc(c2)NC(=O)c2ccc(cc2)N2C[C@H](C)[NH2+][C@@H](C2)C)cc(c1)OC
38O,C[NH+]1CCN(CC1)c1ccc2c(c1)[nH]c(n2)c1c(=O)[nH]c2c(c1N)c(F)ccc2
Z5A,N#N=N[C@H]1C[C@@H](O[C@@H]1COP(OP(OP(OP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(O)O)(O)O)(O)O)n1cc(C)c(=O)[nH]c1=O
33R,OC(=O)/C(=N/Nc1scc(n1)c1ccc(c(c1)Cl)Cl)/Cc1ccccc1N(=O)=O
UL4,CCOc1ccc(cc1NC(=O)c1cccc(c1)C(=O)O)C(=O)C
98,C[C@@H]1CC(=O)Nc2c(N1)cccc2
58N,C[C@@H]1CC(=O)Nc2c(N1)c(ccc2)c1cnn(c1)C(C)(C)C
5QN,CCOc1ccc(cc1NC(=O)c1ccc(c(c1)C(=O)OC)OCC[NH+]1CC[NH2+]CC1)C(=O)C
5QR,O=C(c1ccc(=O)n(c1)C)Nc1cccc(c1)C(=O)O
5XS,COC(=O)c1cccc(c1)C(=O)Nc1ncnc2c1[nH]cn2
69E,C[C@@H]1CC(=O)Nc2c(N1)c(ccc2)c1ccc2c(c1)c(nn2C)c1cnn(c1)C
6F9,CCC(=O)N1CCOc2c(C1)cc(cc2C(=O)N[C@H]1CCC[N@H+](C1)C)c1cc(OC)cc(c1)OC
8Q6,CCOc1ccc(cc1Nc1cc(cc(c1)C(=O)OC)C(=O)OC)C(=O)C
UT0,CCOc1ccc(cc1Nc1ccc2c(c1)n(cc2)S(=O)(=O)C)C(=O)C
0BC,CCOc1ccc(cc1NC(=O)c1cc(cc(c1)c1cscn1)c1nnn[nH]1)C(=O)C
YE5,CCOc1ccc(cc1c1cccc(c1)c1nnn[nH]1)C(=O)C
4I8,COC(=O)c1ccc2c(c1)oc(=O)[nH]2
PKU,CNC(=O)c1cc(c[nH]1)Br
92E,CCOc1ccc(cc1NC(=O)c1cc(NC(=O)C)cc(c1)NC(=O)c1ccco1)C(=O)C
77X,CCC(=O)N1CCc2c(C1)c([nH]n2)c1ccccc1
3A8,Oc1ccc(cc1)[C@@H]1NC(=O)c2c1c([nH]n2)c1ccccc1
16G,CC(=O)N[C@H]1[C@@H](O)O[C@@H]([C@H]([C@@H]1O)O)COP(O)(O)O
3D8,c1ccc(cn1)Nc1ncnn2c1ccc2
3C5,C[NH2+]Cc1cccc(c1)c1cccnc1
3D4,[NH3+]CCCC[C@@H](C(=O)NCC(=O)N[C@H]([C@H]([NH2+][C@@H](C(=O)N)Cc1ccccc1)O)[C@H](O)C)[NH2+]Cc1ccc(cc1)c1cccnc1
3D5,[NH3+]CCCC[C@H](C(=O)N)[NH2+]Cc1ccc(cc1)c1cccnc1
3D0,[NH3+]CCCC[C@H](C(=O)N[C@@H](C[NH2+][C@H](C(=O)N[C@@H](C(=O)N)Cc1ccccc1)[C@@H](O)C)COCc1cccnc1)NC(=O)C
ZKW,Clc1ccc(c(c1)Cl)Cn1nc(cc1C(=O)O)C(=O)O
DAT,O[C@H]1C[C@@H](O[C@@H]1COP(OP(O)(O)O)(O)O)n1cnc2c1ncnc2N
9F9,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCCC1)n(c(=O)n2C)C
BEA,Cc1cccc2c1n1cnnc1s2
5RO,CC(=O)c1c[nH]c2c1cccc2C
UWX,CC(Cc1ccc(cc1)S(=O)(=O)Nc1cc2c(cc1N1CCOCC1)n(C)c(=O)c(=O)n2C)C
9LN,CCn1c2ccc(cc2[nH]c(=O)c1=O)C(=O)N(Cc1cnn(c1)c1ccccc1)C
AXN,CC(Cc1ccc(cc1)S(=O)(=O)Nc1cc2c(cc1N1CCCC1)n(C)c(=O)c(=O)n2C)C
WGX,C[C@@H]1C[N@@H+](C[C@@H](C1)C)Cc1csc(n1)NC(=O)c1oc(nc1C)C
UCA,O=C(NCCSC(=O)CC[C@@H]1C(=O)CC[C@]2([C@H]1CCC2=O)C)CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(C)C)O
MVC,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)O
CTP,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1ccc(=N)[nH]c1=O
UTP,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O
TTP,O[C@H]1C[C@@H](O[C@@H]1COP(OP(OP(O)(O)O)(O)O)(O)O)n1cc(C)c(=O)[nH]c1=O
ITT,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O
65V,OC(=O)c1cccc(c1)Oc1cccc2c1ccc(n2)c1nnn(c1)c1ccc(c(c1)F)O
NVS,COc1ccc(cc1)N1Cc2ccc(cc2OC1=O)O
C9G,Oc1ccc(cc1)n1nnc(c1)c1ccc2c(n1)c(=O)n(cc2)C
AP5,O[C@@H]1[C@@H](COP(OP(OP(OP(OP(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2cnc3c2ncnc3N)(O)O)(O)O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
41P,COc1ccc(cc1)S(=O)(=O)N(c1ccc(c2c1cccc2)N(S(=O)(=O)c1ccc(cc1)OC)CC(=O)N)CC(=O)N
ILE,CC[C@@H]([C@@H](C(=O)O)[NH3+])C
44K,O=C(NS(=O)(=O)NC[C@@H]1CC[C@@H](C1)n1cnc2c1ncnc2N)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
44M,N#N=N[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)CNS(=O)(=O)NC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
590,N#N=N[C@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COS(=O)(=O)NC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
44L,O=C(NS(=O)(=O)NC[C@H]1O[C@H]([C@@H]([C@@H]1O)F)n1cnc2c1ncnc2N)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
594,O=C(NS(=O)(=O)OC[C@H]1O[C@H]([C@H]([C@@H]1O)F)n1cnc2c1ncnc2N)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
44N,O=C(NS(=O)(=O)OC[C@H]1O[C@H]([C@]([C@@H]1O)(C)O)n1cnc2c1ncnc2N)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
44O,O=C(NS(=O)(=O)OC[C@@H]1C[NH2+]C[C@@H](O1)n1cnc2c1ncnc2N)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
44Q,O=C(NS(=O)(=O)NC[C@@H]1C[C@H]([C@@H](O1)n1cnc2c1ncnc2N)O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
44R,O=C(NS(=O)(=O)NCCOCn1cnc2c1ncnc2N)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
T6P,OC[C@H]1O[C@H](O[C@H]2O[C@H](COP(O)(O)O)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O
43U,COc1ccc(cc1c1nc(N)nc2c1nc[nH]2)Br
5SW,COc1cc(cc(c1C[NH+](C)C)OC)c1cn(C)c(=O)c2c1ccnc2
5U6,COc1cc(C[NH+](C)C)c(cc1c1cn(C)c(=O)c2c1ccnc2)OC
5TU,NC(=O)c1ccc(cc1)c1cc(C)c(=O)n(c1)C
5TY,CN(c1ncc2c(n1)ccn(c2=O)C)C
BMF,CCOC(=O)Nc1cc(n[n+]2c1[nH]nc2C)c1ccc(c(c1)NS(=O)(=O)C)C
6KT,Nc1nc2c(s1)cc(cc2)C(=O)N
49N,FC(c1cccnc1N1CC[NH2+]CC1)(F)F
ZBD,OCC[C@H](N(C(=O)CCCN1c2ccccc2N(S1(=O)=O)Cc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)O)C)C
88J,CN(c1nc2ccc(cc2c(c1c1ccccc1)Cl)[C@@](c1cncn1C)(c1ccncc1)O)C
B6L,CCS(=O)(=O)c1ccc(cc1)CC(=O)Nc1ccc(cc1)c1ccc(cc1F)C(C(F)(F)F)(C(F)(F)F)O
3IT,CC(=C1C=CC=CC(=O)C1=O)C
CDC,O[C@@H]1[C@@H](COP(OP(OCC[N+](C)(C)C)(O)O)(O)O)O[C@H]([C@@H]1O)n1ccc(=N)[nH]c1=O
4OQ,CCN1c2ccc(cc2C(=Nc2c1ccc(c2)F)N1CC[N@H+](CC1)C)Cl
4PK,NC(=[NH+]OCC[C@@H](C(=O)N[C@H](C(=O)N[C@H]([C@H](CC(=O)NCCc1ccccc1)O)CC(C)C)C(C)C)NC(=O)OCc1ccccc1)N
CLM,OC[C@H]([C@@H](c1ccc(cc1)N(=O)=O)O)NC(=O)C(Cl)Cl
XOC,O=C(NN1c2ccccc2Sc2c1cccc2)C[NH+]1CCCCC1
FD6,C[N@@H+]1CC[N@H+](CC1)[NH2+]CCN1c2ccccc2Sc2c1cc(Cl)cc2
BNQ,O=C(CC(c1ccccc1)c1ccccc1)Nc1nc2c(s1)cccc2
8LC,O=C(c1cccc(c1O)O)NCCCCCCCCNC(=O)c1cccc(c1O)O
5LC,O=C(c1cccc(c1O)O)NCCCCCNC(=O)c1cccc(c1O)O
SGV,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)C(=O)N
TAU,[NH3+]CCS(O)(O)O
SLT,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@H]1O)O[C@@]1(C[C@H](O)[C@H]([C@@H](O1)[C@@H]([C@@H](CO)O)O)NC(=O)C)C(=O)O)O
52L,O/N=C(/C(=O)O)\C[C@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O
6O5,OC(=O)CCc1ccco1
EP1,OCC[N@@H+]1CC[N@@H+](CC1)CCCS(O)(O)O
CXS,OS(CCC[NH2+]C1CCCCC1)(O)O
B1T,Clc1cc(Sc2cc(Cl)cc(c2O)Cl)c(c(c1)Cl)O
56S,CCCCCCCCCCCC(=O)OC(C)C
50000,Brc1cccc(c1)Nc1ccccc1C(=O)O
CZE,OC(=O)COCC[N@@H+]1CC[N@H+](CC1)[C@H](c1ccc(cc1)Cl)c1ccccc1
5GO,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@H]1O)OS(O)(O)O)O
5JA,COCC[N@@H+]1CC[N@H+](CC1)CCn1ccc(n1)Nc1ncc2c(n1)c1c(C[C@H]2C)nn(c1c1ccccc1)C
VIB,OCCC1=C(C)N(CS1)Cc1cnc(nc1N)C
FBM,ONC(=O)C1=CCCCC1
F9P,ONC(=O)C1CCCCC1
BHO,ONC(=O)c1ccccc1
FBJ,ONC(=O)C1=CCCC1
MGT,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cn(c2c1[nH]c(N)[nH+]c2=O)C
5R2,COc1ccc2c(c1)nc(c(n2)CC)O[C@@H]1C[C@@H]2N(C1)C(=O)[C@H](CCCCCCC[C@@H]1[C@](NC2=O)(C1)C(=O)NS(=O)(=O)C1CC1)NC(=O)OC(C)(C)C
P34,C[NH+](CC(=O)Nc1ccc2c(c1)c1ccccc1c(=O)[nH]2)C
5TQ,OC(=O)CCCn1ccc2c(c1)c1ccc(cc1c(=O)n2)F
5T0,O=C(n1cccc1)CCC1CCN(CC1)c1ccc(cc1)C[NH2+]C
5TG,O=C(N1CCCC1)CCC1CCN(CC1)c1ccc(cc1)C
5TD,N#Cc1ccc(cc1)N1CCC(CC1)CCC(=O)N1CCCC1
6FG,O=C(n1cccc1)CCc1cocc1
6FR,O=S(=O)(N1CCCC1)CCC1CCCC1
42O,OC(=O)[C@@H]1CSc2n1c(=O)cc(c2C1CC1)Cc1cccc2c1cccc2
JAY,Fc1ccccc1[C@@H]1Nc2ccccc2C(=O)N1CC[N@@H+]1CC[C@@H](CC1)N1[C@@H](Nc2c(C1=O)cccc2)c1ccccc1F
X6X,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@H]1O)O)[NH3+]
5WD,OC(=O)c1cccc(c1)COc1ccc2c(c1)cc([nH]2)C(=O)N
5WC,O=C(N1[C@@H]2C[C@@H]2C[C@H]1C(=O)N[C@@H](c1cccc(c1F)Cl)C)Cn1nc(c2c1cncc2)C(=O)N
E7E,[NH3+]Cc1cccc(c1)NC(=O)c1cccc2c1cc([nH]2)C(=O)N
E88,[NH3+]Cc1cccc(c1)Nc1nc(N[C@H](C(=O)O)C(C)C)nc2c1cccc2
E7W,[NH3+]Cc1cccc(c1)Nc1nc(N[C@H]2CCCC[C@H]2C(=O)O)nc2c1cccc2
E8B,[NH3+]Cc1cccc(c1)c1cccc(c1)NC(=O)CC(C)C
5WZ,O=C(N1CC[C@H](CC1)[NH3+])[C@@H]1C=C1
5WU,OCCn1nc(c2c1CCCC2=O)C
5WS,O=C1CC(=C)c2c(N1C)cc(cc2)NS(=O)(=O)C
2LX,CNC(=O)c1ccccc1OC1CCOCC1
78Y,NC(=O)c1nn(nc1C)c1ccccc1
B4L,C[N@H+]1CCC[C@H](C1)/[NH+]=c/1\[nH]c2cc[nH]c2c(=O)n1C
5XL,C[N](=Cc1ccn2c1[nH]c(=O)c1c2cccc1Cl)C
5XK,CCC(Cc1ccn2c1[nH]c(=O)c1c2cccc1Cl)CC
64C,CCc1[nH]nc2c1c1ccccc1c(=O)o2
64E,CCCc1n[nH]c2c1c1ccccc1c(=O)o2
64F,CCCCc1n[nH]c2c1c1ccccc1c(=O)o2
ER5,OC(=O)c1ccc(cc1)CCSc1c(F)c(NC2CCCCCCCCCCC2)c(c(c1F)F)S(=O)(=O)N
ETK,OC(=O)c1ccc(cc1)CCSc1c(F)c(F)c(c(c1F)NC1CCCCCCC1)S(=O)(=O)N
XMS,OC(=O)C[C@H](c1ccc2c(c1)nnn2C)c1ccc(cc1)Cl
XYY,OC(=O)C[C@H](c1ccc2c(c1)nnn2C)c1ccc(c(c1)CN(S(=O)(=O)C)C)Cl
0PL,OC(=O)C[C@H](c1ccc2c(c1)nnn2C)c1ccc(c(c1)CN(S(=O)(=O)c1ccccc1)C)Cl
L6I,COc1cc(cc2c1n(C)nn2)[C@H](c1ccc(c(c1)CN1C[C@@H](C)Oc2c(S1(=O)=O)cccc2)C)CC(=O)O
J8H,COc1cc(cc2c1n(C)nn2)[C@H](c1ccc(c(c1)CN1CCOc2c(S1(=O)=O)cccc2)C)CC(=O)O
J6K,COc1cc(cc2c1n(C)nn2)[C@H](c1ccc(c(c1)CN(S(=O)(=O)c1ccccc1)C)C)CC(=O)O
VRT,CCC[C@@H](C(=O)N[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1[nH]cnc2=N)CO)[NH3+]
SO8,CC[C@@H]([C@@H](C(=O)N[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)CO)[NH3+])C
G8Z,C=CCO[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)OC
6DK,O=C(Nc1ccccc1)CCCCCCC(C(F)(F)F)(O)O
7H1,ONC(=O)C(C(C(C(C(C(C(=O)Nc1ccccc1)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
FFZ,COc1ccc(cc1C#CC(=O)NCc1ccccc1)C1=NN(C(C)C)C(=O)[C@H]2[C@@H]1CC=CC2
DQR,OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO[C@]1(CO)O[C@@H]([C@H]([C@@H]1O)O)CO)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O
NYT,OC[C@H]1O[C@]([C@H]([C@@H]1O)O)(OC[C@@]1(O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)O[C@@H]([C@H]([C@@H]1O)O)CO)CO[C@]1(CO)O[C@@H]([C@H]([C@@H]1O)O)CO
FNY,OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO[C@]1(CO[C@]2(CO)O[C@@H]([C@H]([C@@H]2O)O)CO)O[C@@H]([C@H]([C@@H]1O)O)CO)OC[C@@]1(O[C@H]2O[C@@H](CO)[C@H]([C@H]([C@H]2O)O)O)O[C@@H]([C@@H]([C@H]1O)O)CO
VGL,OC(=O)c1cnccn1
6PC,OC(=O)c1ccccn1
RX8,CCOCc1nc2c(n1CC(O)(C)C)c1ccccc1nc2N
7FF,COC(=O)N1CCCc2c1ccc(c2)N
7FU,[NH3+]Nc1sc2c(n1)ccc(c2)C(=O)N[NH3+]
RNE,[NH3+]C/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C
RPI,OC(=O)[C@H](CCC/[NH+]=C(/NP(O)(O)O)\N)[NH3+]
60P,OC(=O)c1sccc1C
67C,C=CCCN1C[C@@H](c2cccc(c2)C(=O)N(C)C)c2c(C1=O)[nH]cc2
7M8,OCCCc1ccc2c3c1cccc3c(=O)n(c2=O)c1cc2c(cc1C)n(c(=O)n2C)C
67D,O=C(NS(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncn1c2ncc1)CCc1c[nH]c2c1cccc2
BS5,CC(=O)NS(=O)(=O)NC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N
6CE,O[C@@H]1[C@@H](CSP(NCCc2c[nH]c3c2cccc3)(O)O)O[C@H]([C@@H]1O)n1cnc2c1[nH+]c(N)[nH]c2=O
6UR,O[C@@H]1[C@@H](COP(NCCc2c[nH]c3c2cccc3)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
777,CCNP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH+]c(N)[nH]c2=O)(O)O
9ZA,COC(=O)[C@@H](NP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)C
9ZD,COC(=O)[C@H](NP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)C
HHJ,O=C(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH]c(N)[nH+]c2=O)NCCc1c[nH]c2c1cccc2
KBD,O=C(NCc1ccccc1)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH]c(N)[nH+]c2=O
KBJ,O=C(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH]c(N)[nH+]c2=O)NCCc1ccccc1
