PDBCode,resolution,release_year,pkd,lig_name
2pyy,2.1,2008,4.6,GLU
2q80,2.7,2007,4.6,GRG
2r1w,1.7,2008,4.6,KDB
2v54,2.4,2008,4.6,TYD
2v87,1.8,2007,4.6,13-mer
2vb8,1.52,2007,4.6,TLM
2vba,1.36,2007,4.6,P4T
2w6q,2.05,2009,4.6,OA5
2wlz,1.82,2010,4.6,2-mer
2x0y,2.25,2010,4.6,X0T
2yof,1.82,2013,4.6,74W
3cpb,2.7,2008,4.6,C92
3d7k,2.49,2008,4.6,D7K
3iqg,1.9,2009,4.6,5-mer
3k0h,2.7,2010,4.6,5-mer
3lkj,2.5,2011,4.6,LKJ
3t2c,1.3,2011,4.6,13P
3vhk,2.49,2012,4.6,BPK
4bc5,1.98,2012,4.6,5FX
4dfb,1.95,2012,4.6,KAN
4dfu,1.98,2012,4.6,QUE
4jal,2.0,2013,4.6,SAH
4p58,2.06,2014,4.6,2F6
4prd,1.75,2014,4.6,11-mer
4prh,2.5,2014,4.6,11-mer
4z2p,1.6,2015,4.6,12-mer
5ixt,1.94,2016,4.6,17-mer
5jpt,2.94,2017,4.6,CDP
5km3,1.2,2017,4.6,U5P
5n1p,1.45,2018,4.6,8GK
5nx9,2.3,2018,4.6,AMP
5oae,2.7,2018,4.6,SVF
5yp5,2.65,2018,4.6,4CZ
5yp6,2.2,2018,4.6,4CX
6hck,2.7,2019,4.6,LEU
6iso,2.95,2019,4.6,7-mer
6n5x,2.05,2019,4.6,JEF
6p87,1.9,2019,4.6,O4P
6pgb,1.73,2019,4.6,OJG
6qe0,1.39,2019,4.6,HZ2
2bo4,1.95,2005,4.61,FLC
2xs8,2.5,2010,4.61,18-mer
2yga,2.37,2011,4.61,GDM
3lgs,2.2,2010,4.61,SAH
4a9c,2.1,2012,4.61,B5F
4io4,1.94,2013,4.61,SER
4ocq,1.88,2014,4.61,A2G
5a1f,2.1,2015,4.61,OGA
5l4e,3.5,2016,4.61,EDP
5ulp,1.55,2017,4.61,KB1
6eq1,2.1,2018,4.61,STW
6g0q,1.4,2018,4.61,11-mer
13gs,1.9,1999,4.62,SAS
1f4f,2.0,2000,4.62,TP3
1joc,2.2,2001,4.62,ITP
1l0a,2.9,2002,4.62,18-mer
1mn9,2.9,2003,4.62,RTP
1ofz,1.5,2003,4.62,FUL
1sm3,1.95,1999,4.62,13-mer
1t5a,2.8,2005,4.62,OXL
2a25,2.2,2005,4.62,13-mer
2a5c,2.5,2006,4.62,8DA
2f6t,1.7,2005,4.62,1C2
2k00,,2008,4.62,15-mer
2rol,,2009,4.62,12-mer
2xm2,1.95,2011,4.62,LOG
2ybk,2.4,2011,4.62,2HG
2ybp,2.02,2011,4.62,2HG
3ewu,1.6,2009,4.62,UEP
3exo,2.1,2009,4.62,5MS
3f5k,1.8,2009,4.62,CE5
3l0k,1.34,2010,4.62,6AU
3p50,3.3,2011,4.62,PFL
3tcy,1.55,2012,4.62,PHE
3tk2,1.35,2012,4.62,PHE
3u90,1.9,2012,4.62,SDS
3umq,2.2,2012,4.62,BUA
4abf,1.3,2012,4.62,513
4ad3,2.0,2012,4.62,GLC-DMJ
4e35,1.4,2012,4.62,10-mer
4hej,2.0,2012,4.62,14D
4os7,2.0,2014,4.62,15-mer
4pid,1.59,2014,4.62,2UQ
4ynl,2.1,2015,4.62,6-mer
5cuh,1.83,2016,4.62,LTQ
5ezh,1.7,2016,4.62,841
5fsl,1.25,2016,4.62,UAN
5jgq,1.6,2017,4.62,6JY
5kmh,3.2,2016,4.62,6U8
5m39,1.38,2017,4.62,7EA
5ngr,2.2,2017,4.62,8WT
5np8,1.9,2018,4.62,93T
5ti2,1.65,2017,4.62,7CJ
6bhe,1.35,2017,4.62,18-mer
6f1j,1.25,2018,4.62,EDG
6fgl,2.1,2018,4.62,UO1
6ps9,1.21,2019,4.62,Y17
2rqu,,2010,4.63,19-mer
3mtb,1.95,2011,4.63,23V
3uj9,1.24,2011,4.63,PC
3v43,1.47,2012,4.63,18-mer
4c1f,2.01,2014,4.63,X8Z
4cfv,2.0,2014,4.63,75X
4hzm,1.45,2013,4.63,1BW
4k6v,1.5,2014,4.63,1P4-18D
4os5,2.26,2014,4.63,15-mer
4xwk,3.5,2016,4.63,4C8
5ji8,1.42,2016,4.63,6KT
5moc,1.8,2017,4.63,12-mer
5n34,1.22,2017,4.63,8JQ
5vex,3.0,2017,4.63,97V
5w8h,1.8,2018,4.63,9Y1
1c85,2.72,2000,4.64,OBA
2brh,2.1,2005,4.64,DFW
2xaf,3.25,2010,4.64,TCF
2yhd,2.2,2011,4.64,AV6
2z3h,1.5,2007,4.64,BLO
3c72,2.3,2008,4.64,CX1
3rqg,2.5,2011,4.64,13-mer
3wbl,2.0,2013,4.64,PDY
4hbv,1.63,2012,4.64,15E
4myh,3.38,2014,4.64,GSH
4psb,1.42,2014,4.64,GA3
4qna,1.85,2015,4.64,X11
5dhr,2.31,2016,4.64,5AJ
5e4w,2.8,2015,4.64,9-mer
5e73,1.71,2015,4.64,UO1
5etl,1.82,2016,4.64,5RV
5jhk,1.8,2017,4.64,6K8
5klp,2.0,2016,4.64,IHP
5uxn,2.2,2018,4.64,TYR
5wic,2.55,2017,4.64,FOA
5ypp,1.9,2018,4.64,VAL
5ypw,2.3,2018,4.64,VAL
5ypy,1.97,2018,4.64,VAL
6f8w,1.6,2018,4.64,D0E
6fcl,1.5,2018,4.64,AMP
6i75,1.17,2019,4.64,H5T
6qlu,1.1,2019,4.64,J62
6qto,1.27,2019,4.64,12-mer
6qtr,1.37,2019,4.64,12-mer
2w12,1.46,2009,4.65,WR2
2w87,1.6,2009,4.65,GCU
3qtv,1.63,2012,4.65,06P
4i1r,2.7,2013,4.65,LZU
4j78,1.48,2013,4.65,5-mer
4pkw,1.75,2014,4.65,GM6
4q93,2.1,2014,4.65,STL
4w9c,2.2,2014,4.65,3JG
5awu,2.7,2016,4.65,11-mer
5dpa,2.06,2016,4.65,5F2
5jq9,2.1,2016,4.65,6MB
5w94,3.19,2017,4.65,6-mer
5xvu,3.0,2017,4.65,ATP
6b98,1.97,2017,4.65,D07
6dd1,1.7,2019,4.65,M3Q
6hq4,2.63,2019,4.65,CMP
6itp,1.57,2019,4.65,HCY
1bzj,2.25,1999,4.66,PIC
1h01,1.79,2003,4.66,FAL
1h4w,1.7,2002,4.66,BEN
1m1b,2.25,2002,4.66,SPV
1t49,1.9,2004,4.66,892
2aoj,1.6,2006,4.66,10-mer
2ca8,2.49,2006,4.66,GSH
2ha2,2.05,2006,4.66,SCK
2l3r,,2011,4.66,11-mer
2nyr,2.06,2006,4.66,SVR
2xg5,2.0,2010,4.66,EC2
3ddf,1.2,2008,4.66,GB6
3egk,2.2,2008,4.66,M18
3h1z,1.83,2009,4.66,15-mer
3mss,1.95,2010,4.66,MS7
3pkn,1.8,2011,4.66,14-mer
3rme,1.8,2011,4.66,RME
3sz1,2.3,2012,4.66,LU2
4b84,2.6,2013,4.66,Z5K
4hso,2.1,2013,4.66,TYR
4o42,1.87,2014,4.66,15-mer
4tt2,2.5,2014,4.66,6-mer
4yih,1.82,2015,4.66,2O2
4z90,3.0,2015,4.66,4LE
5hl9,2.7,2016,4.66,AIX
5hld,2.31,2016,4.66,63V
5j1r,1.92,2017,4.66,6FG
5lhu,2.02,2017,4.66,HIS
5myr,1.83,2017,4.66,UDY
5ndb,2.38,2018,4.66,8TW
5o1d,1.36,2018,4.66,9GW
6bee,3.11,2018,4.66,RXM
6etg,1.28,2019,4.66,BWT
6ezq,2.39,2017,4.66,C7K
6g2c,1.76,2019,4.66,EHT
6ooy,2.5,2019,4.66,A7M
6pg7,2.45,2019,4.66,OH4
6qln,1.0,2019,4.66,J5Q
1f47,1.95,2001,4.67,17-mer
2h23,2.45,2006,4.67,SAH
2w6m,2.0,2009,4.67,OA1
3oob,1.89,2011,4.67,KDH
3ud9,2.34,2012,4.67,SGN-IDY
3vw0,2.6,2013,4.67,DEQ
3vw1,2.21,2013,4.67,CVI
4e5g,2.65,2012,4.67,XI7
4gkh,1.86,2012,4.67,0J9
4nku,1.94,2013,4.67,2-mer
4xum,2.4,2015,4.67,IMN
5jsq,1.5,2016,4.67,6MS
5zh3,2.86,2018,4.67,9CF
5znr,3.2,2018,4.67,17-mer
5zt1,3.11,2018,4.67,AGS
6fmk,2.75,2018,4.67,DV8
1c5p,1.43,2000,4.68,BAM
1nyy,1.9,2003,4.68,105
1ol1,2.9,2003,4.68,6-mer
1wn6,1.8,2005,4.68,BST
1xge,1.9,2005,4.68,DOR
2nsl,2.0,2007,4.68,C2R
2uy4,1.75,2007,4.68,AZM
2ypo,2.0,2013,4.68,PHE
3g35,1.41,2009,4.68,F13
3gl6,1.9,2009,4.68,9-mer
3qs4,2.63,2011,4.68,TRP
3rv6,2.04,2012,4.68,RVA/VAE
3uef,2.45,2012,4.68,12-mer
4l58,1.48,2013,4.68,12-mer
4lar,2.38,2013,4.68,1WE
4o75,1.55,2014,4.68,2RC
4ymg,1.9,2015,4.68,SAM
5a5q,1.97,2015,4.68,6XC
5aoj,1.47,2015,4.68,Y0V
5auu,1.7,2015,4.68,LU2
5eq1,1.55,2016,4.68,BEA
5fe9,2.35,2016,4.68,5WS
5fus,1.87,2016,4.68,DAO
5j5d,2.4,2016,4.68,6GT
5k1d,1.94,2017,4.68,5GP
5kab,1.97,2017,4.68,OTA
5mng,0.86,2018,4.68,BAM
5mnh,0.93,2018,4.68,BAM
5mo0,1.5,2018,4.68,BAM
5moq,0.93,2018,4.68,BAM
5op6,2.45,2017,4.68,A0W
5ti6,1.7,2017,4.68,7CO
5vdt,2.58,2017,4.68,4BW
5w99,1.59,2017,4.68,A1V
6bm6,1.5,2018,4.68,SAH
6bmv,2.05,2018,4.68,DZS
6fnt,1.9,2018,4.68,AVO
6ift,1.9,2019,4.68,SAM
6im6,1.7,2019,4.68,AH3
2rio,2.4,2008,4.69,ADP
3ujd,1.5,2011,4.69,PC
4agp,1.5,2012,4.69,P51
4j84,1.47,2013,4.69,5-mer
4mgd,1.9,2014,4.69,27N
4tpw,1.5,2014,4.69,33R
4z89,2.64,2015,4.69,17-mer
5jr6,2.3,2016,4.69,5-mer
5khg,2.24,2016,4.69,CC7
5lch,1.94,2017,4.69,6TU
5szc,1.19,2017,4.69,18-mer
5znp,2.8,2018,4.69,15-mer
6itq,1.53,2019,4.69,HCY
6mg5,1.8,2019,4.69,6ZW
6n93,1.7,2019,4.69,KGA
6rmm,3.53,2019,4.69,15-mer
1agw,2.4,1998,4.7,SU2
1c5n,1.5,2000,4.7,ESI
1c86,2.3,2000,4.7,OPA
1fo2,2.38,2001,4.7,DMJ
1gpy,2.4,1993,4.7,G6P
1h60,1.6,2001,4.7,STR
1om2,,2000,4.7,11-mer
1v41,2.85,2004,4.7,AZG
1xos,2.28,2004,4.7,VIA
2c4w,1.55,2006,4.7,GAJ
2cex,2.2,2006,4.7,DAN
2dw7,2.5,2006,4.7,SRT
2fu8,1.8,2007,4.7,MCO
2h9t,2.4,2007,4.7,SVR
2i2c,1.85,2007,4.7,DTA
2j9n,1.5,2007,4.7,BEN
2jc0,2.2,2007,4.7,699
2k62,,2008,4.7,ITL
2mwo,,2014,4.7,15-mer
2qfo,1.68,2008,4.7,A13
2r3h,1.5,2008,4.7,SCE
2xp6,1.9,2011,4.7,4G2
2y2p,1.62,2011,4.7,Z10
2y54,3.65,2011,4.7,V63
2ybt,2.22,2011,4.7,DW0
3dg8,2.58,2009,4.7,RJ6
3h21,2.32,2009,4.7,B52
3ij1,2.1,2009,4.7,11-mer
3k5i,2.0,2009,4.7,AIR
3kiv,1.8,1999,4.7,ACA
3kr0,2.6,2010,4.7,172
3lm1,2.1,2010,4.7,LEC
3nkk,1.12,2010,4.7,JLZ
3p2k,2.7,2010,4.7,SAM
3pab,2.2,2011,4.7,8-mer
3suw,1.9,2012,4.7,GC2
3tg5,2.3,2011,4.7,11-mer
3uij,2.71,2012,4.7,15-mer
3uqf,2.27,2012,4.7,BK5
3uxm,1.95,2012,4.7,0DN
4fic,2.5,2013,4.7,0UL
4huo,1.52,2012,4.7,RS8
4j7d,1.25,2013,4.7,I31
4j93,1.74,2013,4.7,1JR
4luz,1.9,2013,4.7,1XT
4lzr,1.85,2014,4.7,LOC
4o7b,1.5,2014,4.7,2RJ
4uiz,1.19,2015,4.7,N1D
4uy1,2.2,2014,4.7,TJM
5h85,1.7,2017,4.7,5XS
5ipa,1.78,2017,4.7,6C8
5ixq,1.86,2016,4.7,12-mer
5lsc,1.5,2016,4.7,752
5lvn,1.38,2016,4.7,ADN
5mkx,1.68,2017,4.7,82I
5mkz,1.62,2017,4.7,RNK
5nat,1.17,2018,4.7,8RT
5o1b,1.43,2018,4.7,9H2
5o48,1.69,2018,4.7,9K2
5o55,1.45,2018,4.7,9L5
5qb1,1.8,2018,4.7,F1C
5sxk,3.55,2017,4.7,71K
5tdw,1.7,2016,4.7,11-mer
5vfj,2.08,2017,4.7,DHC
5wbm,2.16,2017,4.7,A4G
5wg7,1.45,2018,4.7,AUD
6d3g,2.4,2019,4.7,NXL
6f8r,1.83,2018,4.7,CZK
6fba,2.0,2018,4.7,D48
6fut,1.5,2018,4.7,E82
6gch,2.1,1990,4.7,APF
6gj6,1.76,2019,4.7,EZZ
6gu4,2.73,2018,4.7,FC8
6iae,2.49,2019,4.7,GTP
6jbe,1.75,2019,4.7,GLC
6m7h,1.6,2019,4.7,KN9
6n94,1.75,2019,4.7,KGJ
6p86,1.8,2019,4.7,O4S
6p8z,1.65,2019,4.7,O5S
6pgo,1.6,2019,4.7,OJ1
6r13,1.65,2019,4.7,JOK
1v2t,1.9,2004,4.71,ANH
2ig0,1.7,2007,4.71,10-mer
2ndg,,2016,4.71,13-mer
2qrh,1.83,2008,4.71,M08
3fnm,1.7,2009,4.71,AVN
3gwu,2.14,2009,4.71,SRE
3h23,2.2,2009,4.71,B54
3ny3,1.6,2010,4.71,4-mer
3qs5,2.6,2011,4.71,TRP
4cu1,1.89,2014,4.71,71S
4gvc,1.54,2013,4.71,8-mer
4ljh,1.45,2013,4.71,GAL-MHD
4yb5,2.24,2016,4.71,HIS
5gwz,2.44,2017,4.71,6-mer
5his,1.77,2016,4.71,60P
5kma,1.55,2017,4.71,777
5nne,1.15,2018,4.71,11-mer
5otc,2.2,2017,4.71,AQK
5wip,2.62,2017,4.71,XXO
6cd8,1.6,2018,4.71,4-mer
6evn,1.48,2018,4.71,9-mer
6ueg,2.0,2019,4.71,Q5G
184l,1.8,1995,4.72,I4B
1h7a,2.75,2002,4.72,DTP
1qxz,1.68,2004,4.72,M3C
1urc,2.6,2003,4.72,6-mer
1vso,1.85,2007,4.72,AT1
2o1c,1.8,2007,4.72,PPV
3b9g,1.4,2008,4.72,IMH
3cpj,2.35,2008,4.72,GDP
3d9k,2.2,2008,4.72,14-mer
3ebo,1.9,2009,4.72,57D
3f6g,2.0,2009,4.72,ILE
3f6h,2.7,2009,4.72,ILE
3f9w,1.6,2008,4.72,10-mer
3oka,2.2,2010,4.72,GDD
3okp,2.0,2010,4.72,GDD
3omg,1.85,2010,4.72,8-mer
3r6c,1.83,2012,4.72,17N
4d1a,3.4,2014,4.72,I5H
4jxw,2.3,2014,4.72,1MW
4m5l,1.09,2014,4.72,YH4
4nan,1.8,2014,4.72,2JM
4o70,1.55,2014,4.72,1QK
4o7a,1.34,2014,4.72,2RF
4oyi,1.7,2014,4.72,1VK
4zw7,1.95,2016,4.72,4SZ
5hjq,2.3,2016,4.72,I3P
5m51,1.9,2016,4.72,NU6
5wlg,2.1,2017,4.72,9-mer
6asz,1.52,2017,4.72,6-mer
6bed,2.75,2018,4.72,RFP
6bmx,2.42,2018,4.72,DYV
6e49,2.9,2018,4.72,17-mer
6g8q,1.85,2019,4.72,11-mer
6n3e,1.89,2019,4.72,7-mer
6pk7,3.1,2019,4.72,CTP
6qqw,1.8,2019,4.72,JDQ
1m51,2.25,2003,4.73,TSX
1v2o,1.62,2004,4.73,ANH
1v2p,1.92,2004,4.73,ANH
3vp4,2.45,2012,4.73,BP9
4ayu,1.5,2013,4.73,N8P
4e5j,2.35,2012,4.73,581
5a3o,1.6,2015,4.73,DH6-MMA
5dgj,1.0,2016,4.73,V64
5dp5,2.03,2016,4.73,5E9
5gmn,1.8,2017,4.73,949
5mw6,1.65,2017,4.73,RC0
5zop,2.7,2018,4.73,12-mer
1br8,2.9,1998,4.74,12-mer
1bty,1.5,1995,4.74,BEN
1ce5,1.9,1999,4.74,BEN
1qaq,2.8,2000,4.74,SFG
1ru1,1.4,2004,4.74,APC
1w4p,1.69,2005,4.74,UM3
2e2p,2.0,2007,4.74,ADP
2ov4,2.5,2007,4.74,AQP
2uxu,2.3,2007,4.74,NAR
2vd4,1.9,2008,4.74,P21
2w68,2.5,2008,4.74,3-mer
2wa4,2.5,2010,4.74,069
2wyi,2.6,2010,4.74,SWA
2xg3,1.2,2010,4.74,3-mer
2xzg,1.7,2011,4.74,VH1
3dnt,1.66,2009,4.74,ATP
3erk,2.1,1999,4.74,SB4
3f3u,2.5,2009,4.74,1AW
3g3d,1.7,2009,4.74,5FU
3gxt,2.7,2009,4.74,NOJ
3hg1,3.0,2009,4.74,10-mer
3jqg,1.9,2009,4.74,AX6
3kfn,1.77,2010,4.74,3TL
3lcv,2.0,2010,4.74,SAM
3llm,2.8,2010,4.74,ADP
3puk,3.05,2011,4.74,10-mer
3qs8,2.0,2012,4.74,17D
3rl7,2.3,2011,4.74,11-mer
3ud7,2.8,2012,4.74,GNS-IDY
3zmz,3.0,2013,4.74,6-mer
4cfm,2.85,2014,4.74,4QE
4ih6,2.2,2013,4.74,1EP
4jfi,1.05,2013,4.74,1KT
4jxs,1.9,2014,4.74,18U
4kyk,2.0,2013,4.74,IMN
4m5m,1.12,2014,4.74,DX4
4nxq,2.1,2015,4.74,8-mer
4o71,1.36,2014,4.74,CPB
4w55,1.64,2015,4.74,3H0
5ful,1.89,2016,4.74,SAH
5fum,2.5,2016,4.74,SOF
5k03,1.81,2016,4.74,6P4
5ov8,1.8,2018,4.74,AXN
5w0l,1.55,2018,4.74,9U7
5zmq,1.99,2018,4.74,4-mer
6buv,1.86,2018,4.74,E9A
6dub,1.2,2018,4.74,6-mer
6eq5,1.8,2018,4.74,AX7
6fse,2.7,2018,4.74,E5K
6i78,1.15,2019,4.74,H5H
6pf6,2.5,2019,4.74,OEJ
6seo,2.55,2019,4.74,18-mer
6szp,1.76,2019,4.74,M3B
6t1j,1.97,2019,4.74,M7T
3g2j,2.14,2010,4.75,9GP
3nim,2.0,2010,4.75,4-mer
3vw2,2.34,2013,4.75,BER
4ds1,1.85,2012,4.75,11-mer
4mnx,1.85,2014,4.75,14-mer
5lcf,1.86,2017,4.75,6TJ
5yz7,1.9,2018,4.75,94X
1q8t,2.0,2003,4.76,Y27
2cgw,2.2,2006,4.76,3C3
3acw,1.63,2010,4.76,651
3atl,1.74,2011,4.76,BEN
3hdk,1.8,2010,4.76,2NC
3o5n,1.83,2011,4.76,BR0
3rxe,1.7,2011,4.76,BEN
3twv,2.3,2011,4.76,16-mer
4au7,2.07,2013,4.76,SAH
4cjn,1.95,2015,4.76,QNZ
4oef,1.8,2014,4.76,SGN-IDY
4p7e,2.4,2014,4.76,2HB
4uub,2.9,2014,4.76,9-mer
4wop,2.39,2015,4.76,CTP
4z8a,1.76,2015,4.76,17-mer
5bqg,1.44,2016,4.76,4UJ
5lne,2.2,2016,4.76,2-mer
5lp6,2.9,2016,4.76,71P
6c2x,2.6,2018,4.76,EHV
6g8j,1.47,2019,4.76,11-mer
1h62,1.9,2001,4.77,ANB
1l5r,2.1,2002,4.77,RBF
1pxi,1.95,2003,4.77,CK1
1rti,3.0,1996,4.77,HEF
1str,1.8,1996,4.77,6-mer
1uyk,2.0,2004,4.77,PUX
2afw,1.56,2005,4.77,AHN
2b2v,2.65,2005,4.77,16-mer
2b4l,2.0,2006,4.77,BET
2chw,2.6,2006,4.77,039
2dua,2.0,2006,4.77,OXL
2f0z,2.8,2006,4.77,ZMR
2qn1,2.4,2008,4.77,0AS
2x4o,2.3,2010,4.77,9-mer
2x4r,2.3,2010,4.77,9-mer
2xk4,2.1,2010,4.77,OL2
2y1n,2.0,2012,4.77,12-mer
3abt,3.2,2010,4.77,2PF
3cyy,2.4,2008,4.77,9-mer
3d50,1.79,2008,4.77,OEV
3iqu,1.05,2010,4.77,6-mer
3mkf,1.33,2010,4.77,CZ7
3rm9,2.1,2011,4.77,613
3rqe,2.8,2011,4.77,14-mer
3s1h,1.75,2012,4.77,56Z
3t3i,2.65,2012,4.77,GPW
3tiy,1.84,2012,4.77,TIY
3vbx,2.03,2012,4.77,0FO
3vv8,2.5,2012,4.77,B02
4j09,1.9,2014,4.77,6-mer
4kax,1.85,2013,4.77,GTP
4kox,1.8,2013,4.77,CLS
4odp,1.75,2015,4.77,16-mer
4uoh,2.01,2014,4.77,ADP
5ccl,1.5,2015,4.77,4ZW
5cwa,2.1,2015,4.77,0GA
5ho7,3.0,2016,4.77,63L
5iyy,1.6,2017,4.77,R40
5mkr,1.87,2017,4.77,TI8
5mks,1.99,2017,4.77,TI8
5nxx,2.2,2018,4.77,3Q7
5o0j,1.81,2018,4.77,8BR
5o5a,1.6,2018,4.77,9LN
5orj,1.99,2018,4.77,A4Q
5vkf,2.75,2018,4.77,NPY
5wbr,2.58,2017,4.77,A3Y
5wqd,3.0,2017,4.77,16-mer
5yba,2.06,2018,4.77,8-mer
6bj3,1.9,2018,4.77,9-mer
6f8x,1.95,2018,4.77,D08
6fgg,1.1,2018,4.77,D9B
6mkw,2.32,2019,4.77,HIS
6prc,2.3,1999,4.77,CEB
6s7s,1.7,2019,4.77,KZ8
6t1l,2.0,2019,4.77,M7N
2rr4,,2010,4.78,10-mer
4ad6,1.85,2013,4.78,GSY
5obj,2.9,2017,4.78,9QK
5zuj,2.6,2018,4.78,15-mer
6bd1,2.35,2018,4.78,14-mer
6c9n,2.1,2019,4.78,SGV
6czc,2.3,2018,4.78,TTP
6fbw,1.45,2018,4.78,8-mer
1eed,2.0,1994,4.79,0EO
1oss,1.93,2003,4.79,BEN
2nsj,2.31,2007,4.79,C2R
3eb1,2.4,2009,4.79,LZQ
3g2k,2.0,2010,4.79,SKY
4as9,2.71,2013,4.79,4QS
4j8b,1.88,2013,4.79,6-mer
4k78,1.8,2014,4.79,10-mer
5fwa,1.8,2016,4.79,J7C
5k1f,1.94,2017,4.79,IMP
5kgw,2.34,2016,4.79,7SK
6kmj,1.4,2019,4.79,17-mer
6qxj,1.7,2019,4.79,JKQ
1azg,,1998,4.8,14-mer
1bju,1.8,1998,4.8,GP6
1ghz,1.39,2002,4.8,120
1qxy,1.04,2004,4.8,M2C
1tsv,2.9,1996,4.8,UMP
1ybg,2.6,2005,4.8,TAV
2ly0,,2013,4.8,A2Y
2nta,2.1,2007,4.8,521
2r1x,1.6,2008,4.8,2-mer
2vwv,1.9,2008,4.8,7X3
2y2j,2.06,2011,4.8,ZA4
3bpc,1.85,2009,4.8,2-mer
3dnd,2.26,2009,4.8,LL2
3iiy,2.65,2009,4.8,11-mer
3iu7,1.4,2010,4.8,FCD
3kce,1.9,2009,4.8,4BY
3mlb,1.8,2010,4.8,LJZ
3o2m,2.7,2011,4.8,46A
3stj,2.6,2011,4.8,7-mer
4aq6,1.98,2013,4.8,OMD
4bde,2.55,2013,4.8,CWS
4de7,3.0,2012,4.8,UDP
4dhs,1.74,2013,4.8,Y03
4dkt,2.98,2012,4.8,5-mer
4llp,1.75,2014,4.8,4ZE
4lzs,2.2,2014,4.8,L46
4m7x,1.42,2014,4.8,27Q
4mk1,1.85,2013,4.8,27Y
4pb2,2.3,2014,4.8,5UD
5bpp,2.03,2016,4.8,A4Z
5c6v,3.1,2015,4.8,11-mer
5eko,2.0,2016,4.8,N17
5j3l,1.66,2017,4.8,6FR
5jeo,1.72,2016,4.8,19-mer
5jq7,2.69,2016,4.8,T0R
5jzi,2.5,2017,4.8,10-mer
5k51,2.96,2016,4.8,6QD
5kgx,2.67,2016,4.8,7SK
6f6u,1.83,2018,4.8,CV8
6f8v,1.85,2018,4.8,D0B
6jap,1.77,2019,4.8,SUC
6pf4,2.85,2019,4.8,OF7
6qts,1.11,2019,4.8,9-mer
1b4d,2.0,1998,4.81,CRA
1p5e,2.22,2003,4.81,TBS
2cgx,2.2,2006,4.81,3D3
4ago,1.45,2012,4.81,P74
4yzn,1.55,2015,4.81,4K5
5cqj,2.15,2015,4.81,53Q
5iaw,2.58,2017,4.81,10-mer
5iy4,2.95,2016,4.81,16-mer
6bcy,2.3,2018,4.81,13-mer
6hah,1.45,2019,4.81,FWQ
6p84,1.7,2019,4.81,O3V
1aid,2.2,1997,4.82,THK
1dud,2.3,1996,4.82,DUD
1f8e,1.4,2001,4.82,49A
1njt,2.5,2003,4.82,6-mer
1uy9,2.0,2004,4.82,PU6
1v1j,2.2,2005,4.82,FA3
1xff,1.8,2004,4.82,GLU
1y3p,2.0,2005,4.82,4-mer
1ya4,3.2,2005,4.82,CTX
2a0t,,2005,4.82,10-mer
2gl0,2.25,2006,4.82,ADN
2gzl,2.5,2006,4.82,2AA
2hb9,1.75,2007,4.82,L13
2hr6,1.84,2007,4.82,DUD
2ilp,1.9,2007,4.82,GB5
2jal,1.9,2007,4.82,YLL
2l0i,,2010,4.82,14-mer
2l11,,2010,4.82,15-mer
2ms4,,2015,4.82,9-mer
2pwg,2.2,2007,4.82,CTS
2xp8,2.1,2011,4.82,4FY
2xqq,1.31,2011,4.82,7-mer
2ypi,2.5,1991,4.82,PGA
3ehw,1.8,2008,4.82,DUP
3fbr,3.5,2009,4.82,9-mer
3ft5,1.9,2009,4.82,MO8
3h0v,2.24,2009,4.82,M2T
3kmx,1.7,2010,4.82,G00
3kqy,2.2,2010,4.82,ES0
3lxo,1.55,2010,4.82,T3P
3qqk,1.86,2012,4.82,X02
3r88,1.73,2012,4.82,14F
3unk,2.1,2012,4.82,0BY
3vd4,2.0,2012,4.82,IPT
3wk5,2.77,2014,4.82,S0C
4ciw,2.2,2014,4.82,XH2
4dht,1.8,2013,4.82,0KG
4e5f,2.39,2012,4.82,0N7
4e6c,2.39,2012,4.82,0O8
4fys,2.01,2012,4.82,6-mer
4hup,1.7,2012,4.82,19M
4ie5,1.95,2013,4.82,MD6
4ih3,2.49,2014,4.82,PDC
4io6,1.6,2013,4.82,MET
4kwf,2.31,2014,4.82,3AK
4pkr,2.2,2014,4.82,2ZL
4pks,2.3,2014,4.82,30H
4rlu,2.2,2015,4.82,HCC
5ayf,2.01,2016,4.82,C7H
5bnm,1.7,2016,4.82,4VK
5d7x,1.35,2016,4.82,XZ8
5ewa,2.3,2016,4.82,9BZ
5lvf,,2017,4.82,16-mer
5ocj,1.8,2018,4.82,9SW
5orl,1.69,2017,4.82,A4W
5wej,1.95,2017,4.82,V45
6aox,2.1,2018,4.82,TF0
6as6,1.4,2018,4.82,BSV
6d17,1.45,2019,4.82,VKE
6eq6,2.0,2018,4.82,EV2
6h2t,1.67,2018,4.82,GLU
6nlj,1.65,2019,4.82,KTV
6q35,1.4,2019,4.82,HD5
6qlr,0.97,2019,4.82,J4N
6qri,2.4,2019,4.82,CV9
3a1s,1.5,2009,4.83,GDP
3a1t,1.8,2009,4.83,GDP
3cf9,2.6,2008,4.83,AGI
3ds0,1.6,2008,4.83,12-mer
4k6y,1.48,2014,4.83,10-mer
4nmo,1.4,2014,4.83,10-mer
4pkt,2.4,2014,4.83,30O
5dp6,3.01,2016,4.83,5EB
5efa,1.9,2015,4.83,MGT
5vjp,1.98,2017,4.83,IR9
1ftk,1.6,2000,4.84,KAI
1nhw,2.35,2003,4.84,TCC
1uyh,2.2,2004,4.84,PU0
